Data,Position,Conference,Conference Type,Receiving Team,Player,From School,Departing Conference
RB Drake Anderson (from Arizona),RB,MAC,Non Power 5,Akron,Drake Anderson,Arizona,Pac-12
WR Dakota Thomas (from Western Kentucky),WR,MAC,Non Power 5,Akron,Dakota Thomas,Western Kentucky,Conference USA
TE Jacob Newell (from Arizona State),TE,MAC,Non Power 5,Akron,Jacob Newell,Arizona State,Pac-12
OL Ben Frank (from Hobart),OL,MAC,Non Power 5,Akron,Ben Frank,Hobart,#N/A
OL AJ George (from Cincinnati),OL,MAC,Non Power 5,Akron,AJ George,Cincinnati,American Athletic Conference
OL Joshua Blanchard (from USF),OL,MAC,Non Power 5,Akron,Joshua Blanchard,USF,American Athletic Conference
OL Keon Kindred (from Maryland),OL,MAC,Non Power 5,Akron,Keon Kindred,Maryland,Big Ten
DL Terray Jones (from Tennessee State),DL,MAC,Non Power 5,Akron,Terray Jones,Tennessee State,Big South-OVC
DL Lama Lavea (from New Mexico State),DL,MAC,Non Power 5,Akron,Lama Lavea,New Mexico State,Independents
DL Ahmad Rabah (from American International College),DL,MAC,Non Power 5,Akron,Ahmad Rabah,American International College,#N/A
LB Shammond Cooper (from Illinois),LB,MAC,Non Power 5,Akron,Shammond Cooper,Illinois,Big Ten
LB Ridge Howard (from Northern Illinois),LB,MAC,Non Power 5,Akron,Ridge Howard,Northern Illinois,MAC
DB Joey Hunter (from South Carolina),DB,MAC,Non Power 5,Akron,Joey Hunter,South Carolina,SEC
DB Judson Tallandier (from Pitt),DB,MAC,Non Power 5,Akron,Judson Tallandier,Pitt,ACC
S Terence Thomas (from Purdue),S ,MAC,Non Power 5,Akron,erence Thomas,Purdue,Big Ten
QB Layne Hatcher (from Texas State),QB,MAC,Non Power 5,Ball State,Layne Hatcher,Texas State,Sun Belt
RB Marquez Cooper (from Kent State),RB,MAC,Non Power 5,Ball State,Marquez Cooper,Kent State,MAC
RB Charlie Spegal (from Indiana),RB,MAC,Non Power 5,Ball State,Charlie Spegal,Indiana,Big Ten
WR Ty Robinson (from Colorado),WR,MAC,Non Power 5,Ball State,Ty Robinson,Colorado,Pac-12
WR Zavier Simpson (from Wake Forest),WR,MAC,Non Power 5,Ball State,Zavier Simpson,Wake Forest,ACC
WR Ahmad Edwards (from Jacksonville State),WR,MAC,Non Power 5,Ball State,Ahmad Edwards,Jacksonville State,Conference USA
"TE Jeffrey Simmons (from Miami, Ohio)",TE,MAC,Non Power 5,Ball State,Jeffrey Simmons,"Miami, Ohio",#N/A
OL Luke Wiginton (from Indiana),OL,MAC,Non Power 5,Ball State,Luke Wiginton,Indiana,Big Ten
OL Jon Mucciolo (from Sacred Heart),OL,MAC,Non Power 5,Ball State,Jon Mucciolo,Sacred Heart,Northeast
DL Mikhari Sibblis (from Lehigh),DL,MAC,Non Power 5,Ball State,Mikhari Sibblis,Lehigh,Patriot
DL James Makszin (from Rhode Island),DL,MAC,Non Power 5,Ball State,James Makszin,Rhode Island,CAA
DB Aljareek Malry (from VMI),DB,MAC,Non Power 5,Ball State,Aljareek Malry,VMI,Southern
DB Jahmad Harmon (from Kent State),DB,MAC,Non Power 5,Ball State,Jahmad Harmon,Kent State,MAC
DB D.D. Snyder (from Illinois),DB,MAC,Non Power 5,Ball State,D.D. Snyder,Illinois,Big Ten
DB Damion Charity (from Old Dominion),DB,MAC,Non Power 5,Ball State,Damion Charity,Old Dominion,Sun Belt
LS Tucker Dumn (from Colgate),LS,MAC,Non Power 5,Ball State,Tucker Dumn,Colgate,Patriot
QB Connor Bazelak (from Indiana),QB,MAC,Non Power 5,Bowling Green,Connor Bazelak,Indiana,Big Ten
QB Daelen Menard (from Boston College),QB,MAC,Non Power 5,Bowling Green,Daelen Menard,Boston College,ACC
QB Hayden Timosciek (from Purdue),QB,MAC,Non Power 5,Bowling Green,Hayden Timosciek,Purdue,Big Ten
WR Dominic Grguric (from Valparaiso),WR,MAC,Non Power 5,Bowling Green,Dominic Grguric,Valparaiso,Pioneer
WR Abdul Ibrahim (from Alabama A&M),WR,MAC,Non Power 5,Bowling Green,Abdul Ibrahim,Alabama A&M,SWAC
WR Jaylon Tillman (from Grand Valley State),WR,MAC,Non Power 5,Bowling Green,Jaylon Tillman,Grand Valley State,#N/A
WR Finn Hogan (from Central Michigan),WR,MAC,Non Power 5,Bowling Green,Finn Hogan,Central Michigan,MAC
OL Armon Bethea (from Arizona State),OL,MAC,Non Power 5,Bowling Green,Armon Bethea,Arizona State,Pac-12
OL Hunter Deyo (from Iowa State),OL,MAC,Non Power 5,Bowling Green,Hunter Deyo,Iowa State,Big 12
OL Chris Akporoghene (from Tulsa),OL,MAC,Non Power 5,Bowling Green,Chris Akporoghene,Tulsa,American Athletic Conference
DL Chace Davis (from UTSA),DL,MAC,Non Power 5,Bowling Green,Chace Davis,UTSA,Conference USA
DL Evan Branch-Hayes (from Arizona),DL,MAC,Non Power 5,Bowling Green,Evan Branch-Hayes,Arizona,Pac-12
LB Davian Mayo (from Memphis),LB,MAC,Non Power 5,Bowling Green,Davian Mayo,Memphis,American Athletic Conference
LB Andrew Booker (from Maryland),LB,MAC,Non Power 5,Bowling Green,Andrew Booker,Maryland,Big Ten
DB Steve Lubischer (from Boston College),DB,MAC,Non Power 5,Bowling Green,Steve Lubischer,Boston College,ACC
DB Jordan Jackson (from Stony Brook),DB,MAC,Non Power 5,Bowling Green,Jordan Jackson,Stony Brook,CAA
QB CJ Ogbonna (from Southeast Missouri State),QB,MAC,Non Power 5,Buffalo,CJ Ogbonna,Southeast Missouri State,Big South-OVC
WR Darrell Harding Jr. (from Duke),WR,MAC,Non Power 5,Buffalo,Darrell Harding Jr.,Duke,ACC
WR Chance Morrow (from Louisville),WR,MAC,Non Power 5,Buffalo,Chance Morrow,Louisville,ACC
WR Victor Snow (from Nevada),WR,MAC,Non Power 5,Buffalo,Victor Snow,Nevada,Mountain West
TE Zion Carter (from Dartmouth),TE,MAC,Non Power 5,Buffalo,Zion Carter,Dartmouth,Ivy
TE Jake Orlando (from UMass),TE,MAC,Non Power 5,Buffalo,Jake Orlando,UMass,Independents
OL Alex Heininger (from Central Michigan),OL,MAC,Non Power 5,Buffalo,Alex Heininger,Central Michigan,MAC
OL James Carrington III (from Allegheny College),OL,MAC,Non Power 5,Buffalo,James Carrington III,Allegheny College,#N/A
OL Nick Beans (from Notre Dame College),OL,MAC,Non Power 5,Buffalo,Nick Beans,Notre Dame,Independents
DL Jyaire Stevens (from Lafayette),DL,MAC,Non Power 5,Buffalo,Jyaire Stevens,Lafayette,Patriot
LB Joe Andreessen (from Bryant),LB,MAC,Non Power 5,Buffalo,Joe Andreessen,Bryant,Big South-OVC
DB Dre Greeley (from Colorado State),DB,MAC,Non Power 5,Buffalo,Dre Greeley,Colorado State,Mountain West
DB Amonte Strothers (from Delaware),DB,MAC,Non Power 5,Buffalo,Amonte Strothers,Delaware,CAA
DB Marquis Cooper (from Colgate),DB,MAC,Non Power 5,Buffalo,Marquis Cooper,Colgate,Patriot
DB Demetrius Harris (from Cornell),DB,MAC,Non Power 5,Buffalo,Demetrius Harris,Cornell,Ivy
DB James Ziglor III (from Vanderbilt),DB,MAC,Non Power 5,Buffalo,James Ziglor III,Vanderbilt,SEC
RB B.J. Harris (from Missouri),RB,MAC,Non Power 5,Central Michigan,B.J. Harris,Missouri,SEC
WR Stephan Bracey (from Wisconsin),WR,MAC,Non Power 5,Central Michigan,Stephan Bracey,Wisconsin,Big Ten
WR Thomas Pannunzio (from Colorado State),WR,MAC,Non Power 5,Central Michigan,Thomas Pannunzio,Colorado State,Mountain West
OL Dominic Serapiglia (from Southeastern Louisiana),OL,MAC,Non Power 5,Central Michigan,Dominic Serapiglia,Southeastern Louisiana,Southland
DL Maurice White (from Memphis),DL,MAC,Non Power 5,Central Michigan,Maurice White,Memphis,American Athletic Conference
K Tristan Mattson (from Arkansas State),K ,MAC,Non Power 5,Central Michigan,Tristan Mattson,Arkansas State,Sun Belt
P Jake Walrath (from Tarleton State),P ,MAC,Non Power 5,Central Michigan,ake Walrath,Tarleton State,#N/A
RB Dontae McMillan (from Weber State),RB,MAC,Non Power 5,Eastern Michigan,Dontae McMillan,Weber State,Big Sky
WR Terry Lockett (from Michigan State),WR,MAC,Non Power 5,Eastern Michigan,Terry Lockett,Michigan State,Big Ten
WR Javon Swinton (from Indiana),WR,MAC,Non Power 5,Eastern Michigan,Javon Swinton,Indiana,Big Ten
OL Chris Mayo (from West Virginia),OL,MAC,Non Power 5,Eastern Michigan,Chris Mayo,West Virginia,Big 12
OL Dan Sunderman (from Central Missouri),OL,MAC,Non Power 5,Eastern Michigan,Dan Sunderman,Central Missouri,#N/A
OL Owen Snively (from Colorado State),OL,MAC,Non Power 5,Eastern Michigan,Owen Snively,Colorado State,Mountain West
K Kenyon Bowyer (from Marshall),K ,MAC,Non Power 5,Eastern Michigan,Kenyon Bowyer,Marshall,Sun Belt
QB Jaren Lewis (from Kansas State),QB,MAC,Non Power 5,Kent State,Jaren Lewis,Kansas State,Big 12
QB Michael Alaimo (from Purdue),QB,MAC,Non Power 5,Kent State,Michael Alaimo,Purdue,Big Ten
RB Ky Thomas (from Kansas),RB,MAC,Non Power 5,Kent State,Ky Thomas,Kansas,Big 12
RB Jaylen Thomas (from Colorado State),RB,MAC,Non Power 5,Kent State,Jaylen Thomas,Colorado State,Mountain West
WR Ali Fisher (from Buffalo),WR,MAC,Non Power 5,Kent State,Ali Fisher,Buffalo,MAC
WR Xavier Williams (from Utah State),WR,MAC,Non Power 5,Kent State,Xavier Williams,Utah State,Mountain West
WR Isaiah Batton (from Fresno State),WR,MAC,Non Power 5,Kent State,Isaiah Batton,Fresno State,Mountain West
WR Jack Coulson (from Holy Cross),WR,MAC,Non Power 5,Kent State,Jack Coulson,Holy Cross,Patriot
OL Tristan Bittner (from Marshall),OL,MAC,Non Power 5,Kent State,Tristan Bittner,Marshall,Sun Belt
OL Kevin Toth (from Rutgers),OL,MAC,Non Power 5,Kent State,Kevin Toth,Rutgers,Big Ten
OL Jimto Obidegwu (from Temple),OL,MAC,Non Power 5,Kent State,Jimto Obidegwu,Temple,American Athletic Conference
DL Eric Weaver (from VMI),DL,MAC,Non Power 5,Kent State,Eric Weaver,VMI,Southern
DL Javier Duran (from Tarleton State),DL,MAC,Non Power 5,Kent State,Javier Duran,Tarleton State,#N/A
DL Mattheus Carroll (from Virginia Tech),DL,MAC,Non Power 5,Kent State,Mattheus Carroll,Virginia Tech,ACC
DL Marcus Winfield (from Delaware State),DL,MAC,Non Power 5,Kent State,Marcus Winfield,Delaware State,MEAC
DL Mason Maddox (from Colorado),DL,MAC,Non Power 5,Kent State,Mason Maddox,Colorado,Pac-12
DL Tyler Baylor (from Maryland),DL,MAC,Non Power 5,Kent State,Tyler Baylor,Maryland,Big Ten
LB Nick Giacolone (from New Mexico State),LB,MAC,Non Power 5,Kent State,Nick Giacolone,New Mexico State,Independents
LB Devin Nicholson (from Missouri),LB,MAC,Non Power 5,Kent State,Devin Nicholson,Missouri,SEC
DB Naim Muhammad (from West Virginia),DB,MAC,Non Power 5,Kent State,Naim Muhammad,West Virginia,Big 12
DB Dallas Craddieth (from Iowa),DB,MAC,Non Power 5,Kent State,Dallas Craddieth,Iowa,Big Ten
DB Lem Watley-Neely (from Indiana),DB,MAC,Non Power 5,Kent State,Lem Watley-Neely,Indiana,Big Ten
DB Xavier Cokley (from James Madison),DB,MAC,Non Power 5,Kent State,Xavier Cokley,James Madison,Sun Belt
DB Jalani Williams (from Missouri),DB,MAC,Non Power 5,Kent State,Jalani Williams,Missouri,SEC
QB Maddox Kopp (from Colorado) waiver was denied for 2023,QB,MAC,Non Power 5,Miami (Ohio),Maddox Kopp,Colorado,Pac-12
RB Rashad Amos (from South Carolina),RB,MAC,Non Power 5,Miami (Ohio),Rashad Amos,South Carolina,SEC
WR Joe Wilkins Jr. (from Notre Dame),WR,MAC,Non Power 5,Miami (Ohio),Joe Wilkins Jr.,Notre Dame,Independents
WR Cade McDonald (from Michigan State),WR,MAC,Non Power 5,Miami (Ohio),Cade McDonald,Michigan State,Big Ten
WR Gage Larvadain (from Southeastern Louisiana),WR,MAC,Non Power 5,Miami (Ohio),Gage Larvadain,Southeastern Louisiana,Southland
OL John Young (from Kentucky),OL,MAC,Non Power 5,Miami (Ohio),John Young,Kentucky,SEC
LB Jackson Kuwatch (from Ohio State),LB,MAC,Non Power 5,Miami (Ohio),Jackson Kuwatch,Ohio State,Big Ten
DB Will Hardrick (from Mississippi State),DB,MAC,Non Power 5,Miami (Ohio),Will Hardrick,Mississippi State,SEC
DB Jayden Williams (from USC),DB,MAC,Non Power 5,Miami (Ohio),Jayden Williams,USC,Pac-12
DB Jeremiah Caldwell (from Louisville),DB,MAC,Non Power 5,Miami (Ohio),Jeremiah Caldwell,Louisville,ACC
QB C.J. Jordan (from Idaho),QB,MAC,Non Power 5,Northern Illinois,C.J. Jordan,Idaho,Big Sky
RB Gavin Williams (from Iowa),RB,MAC,Non Power 5,Northern Illinois,Gavin Williams,Iowa,Big Ten
RB Kendrell Flowers (from South Carolina State),RB,MAC,Non Power 5,Northern Illinois,Kendrell Flowers,South Carolina State,MEAC
WR Davis Patterson (from Notre Dame College),WR,MAC,Non Power 5,Northern Illinois,Davis Patterson,Notre Dame College,#N/A
LB Tyler Jackson (from Lamar),LB,MAC,Non Power 5,Northern Illinois,Tyler Jackson,Lamar,Southland
LB Keshon Artis (from Virginia Tech),LB,MAC,Non Power 5,Northern Illinois,Keshon Artis,Virginia Tech,ACC
DB Gabriel Amegatcher (from Nebraska-Kearney),DB,MAC,Non Power 5,Northern Illinois,Gabriel Amegatcher,Nebraska-Kearney,#N/A
DB Shad Dabney (from Kansas),DB,MAC,Non Power 5,Northern Illinois,Shad Dabney,Kansas,Big 12
K Jake Seibert (from Ohio State),K ,MAC,Non Power 5,Northern Illinois,Jake Seibert,Ohio State,Big Ten
WR Jack Kenneally (from Youngstown State),WR,MAC,Non Power 5,Ohio,Jack Kenneally,Youngstown State,#N/A
WR Christian Hilton (from The Citadel),WR,MAC,Non Power 5,Ohio,Christian Hilton,The Citadel,Southern
OL Ches Jackson (from Colorado State),OL,MAC,Non Power 5,Ohio,Ches Jackson,Colorado State,Mountain West
OL Dane Jackson (from North Texas),OL,MAC,Non Power 5,Ohio,Dane Jackson,North Texas,Conference USA
DL Kwame Sutton (from Austin Peay),DL,MAC,Non Power 5,Ohio,Kwame Sutton,Austin Peay,UAC
LB Kaci Seegars (from Liberty),LB,MAC,Non Power 5,Ohio,Kaci Seegars,Liberty,Independents
LB Tristan Cox (from Purdue),LB,MAC,Non Power 5,Ohio,Tristan Cox,Purdue,Big Ten
DB Walter Reynolds (from Holy Cross),DB,MAC,Non Power 5,Ohio,Walter Reynolds,Holy Cross,Patriot
DB Miles Fleming (from Minnesota),DB,MAC,Non Power 5,Ohio,Miles Fleming,Minnesota,Big Ten
WR Shawn Munnerlyn (from Rutgers),WR,MAC,Non Power 5,Toledo,Shawn Munnerlyn,Rutgers,Big Ten
WR Jaden Dottin (from Penn State),WR,MAC,Non Power 5,Toledo,Jaden Dottin,Penn State,Big Ten
OL David Nwaogwugwu (from Rutgers),OL,MAC,Non Power 5,Toledo,David Nwaogwugwu,Rutgers,Big Ten
OL Rod Orr (from Florida State),OL,MAC,Non Power 5,Toledo,Rod Orr,Florida State,ACC
OL Jackson Cannon (from Mississippi State),OL,MAC,Non Power 5,Toledo,Jackson Cannon,Mississippi State,SEC
DL Travion Ford (from Missouri),DL,MAC,Non Power 5,Toledo,Travion Ford,Missouri,SEC
QB Hayden Wolff (from Old Dominion),QB,MAC,Non Power 5,Western Michigan,Hayden Wolff,Old Dominion,Sun Belt
RB Keshawn King (from Virginia Tech),RB,MAC,Non Power 5,Western Michigan,Keshawn King,Virginia Tech,ACC
WR Leroy Thomas (from VMI),WR,MAC,Non Power 5,Western Michigan,Leroy Thomas,VMI,Southern
WR Kenneth Womack (from Sacred Heart),WR,MAC,Non Power 5,Western Michigan,Kenneth Womack,Sacred Heart,Northeast
OL Chad Schuster (from Syracuse),OL,MAC,Non Power 5,Western Michigan,Chad Schuster,Syracuse,ACC
OL Tedi Kushi (from LIU),OL,MAC,Non Power 5,Western Michigan,Tedi Kushi,LIU,Northeast
OL Michael Shanahan (from Texas Tech),OL,MAC,Non Power 5,Western Michigan,Michael Shanahan,Texas Tech,Big 12
LB Donald Willis (from Minnesota),LB,MAC,Non Power 5,Western Michigan,Donald Willis,Minnesota,Big Ten
LB Jacob Wahlberg (from Purdue),LB,MAC,Non Power 5,Western Michigan,Jacob Wahlberg,Purdue,Big Ten
DB Tate Hallock (from Michigan State),DB,MAC,Non Power 5,Western Michigan,Tate Hallock,Michigan State,Big Ten
DB Bilhal Kone (from Indiana State),DB,MAC,Non Power 5,Western Michigan,Bilhal Kone,Indiana State,Missouri Valley
WR Chase Penry (from Colorado),WR,Mountain West,Non Power 5,Boise State,Chase Penry,Colorado,Pac-12
OL Nikolai Bujnowski (from Virginia Tech),OL,Mountain West,Non Power 5,Boise State,Nikolai Bujnowski,Virginia Tech,ACC
OL Ethan Carde (from Texas Tech),OL,Mountain West,Non Power 5,Boise State,Ethan Carde,Texas Tech,Big 12
OL Tyler Keinath (from Western Illinois),OL,Mountain West,Non Power 5,Boise State,Tyler Keinath,Western Illinois,Missouri Valley
DL Kivon Wright (from Boston College),DL,Mountain West,Non Power 5,Boise State,Kivon Wright,Boston College,ACC
DL Tyler Wegis (from Utah),DL,Mountain West,Non Power 5,Boise State,Tyler Wegis,Utah,Pac-12
DL Howard Brown (from Iowa State),DL,Mountain West,Non Power 5,Boise State,Howard Brown,Iowa State,Big 12
DL Sheldon Newton (from Northern Arizona),DL,Mountain West,Non Power 5,Boise State,Sheldon Newton,Northern Arizona,Big Sky
DB Titus Toler (from Wisconsin),DB,Mountain West,Non Power 5,Boise State,Titus Toler,Wisconsin,Big Ten
RB Kobe Johnson (from North Dakota State),RB,Mountain West,Non Power 5,Colorado State,Kobe Johnson,North Dakota State,Missouri Valley
WR Keyonta Lanier (from New Mexico),WR,Mountain West,Non Power 5,Colorado State,Keyonta Lanier,New Mexico,Mountain West
WR Dylan Goffney (from SMU),WR,Mountain West,Non Power 5,Colorado State,Dylan Goffney,SMU,American Athletic Conference
TE Dallin Holker (from BYU),TE,Mountain West,Non Power 5,Colorado State,Dallin Holker,BYU,Independents
OL Drew Moss (from Lamar),OL,Mountain West,Non Power 5,Colorado State,Drew Moss,Lamar,Southland
OL Andrew Cannon (from Nevada),OL,Mountain West,Non Power 5,Colorado State,Andrew Cannon,Nevada,Mountain West
OL Saveyon Henderson (from Lane College),OL,Mountain West,Non Power 5,Colorado State,Saveyon Henderson,Lane College,#N/A
OL Bobby Lawrence (from Missouri),OL,Mountain West,Non Power 5,Colorado State,Bobby Lawrence,Missouri,SEC
OL Oliver Jervis (from Monmouth),OL,Mountain West,Non Power 5,Colorado State,Oliver Jervis,Monmouth,CAA
DL Matt Thomas (from Rutgers),DL,Mountain West,Non Power 5,Colorado State,Matt Thomas,Rutgers,Big Ten
DL Tony Pierce (from North Dakota State),DL,Mountain West,Non Power 5,Colorado State,Tony Pierce,North Dakota State,Missouri Valley
LB Trey Paster (from California),LB,Mountain West,Non Power 5,Colorado State,Trey Paster,California,Pac-12
DB Dominic Morris (from Furman),DB,Mountain West,Non Power 5,Colorado State,Dominic Morris,Furman,Southern
DB Tyrell Grayson (from Utah Tech),DB,Mountain West,Non Power 5,Colorado State,Tyrell Grayson,Utah Tech,#N/A
DB Dom Jones (from North Dakota State),DB,Mountain West,Non Power 5,Colorado State,Dom Jones,North Dakota State,Missouri Valley
DB Ron Hardge (from Oregon State),DB,Mountain West,Non Power 5,Colorado State,Ron Hardge,Oregon State,Pac-12
K Ashton Wolff (from Central Washington),K ,Mountain West,Non Power 5,Colorado State,Ashton Wolff,Central Washington,#N/A
K Jordan Noyes (from Utah),K ,Mountain West,Non Power 5,Colorado State,Jordan Noyes,Utah,Pac-12
QB Mikey Keene (from UCF),QB,Mountain West,Non Power 5,Fresno State,Mikey Keene,UCF,American Athletic Conference
RB Damien Moore (from California),RB,Mountain West,Non Power 5,Fresno State,Damien Moore,California,Pac-12
WR Jaelen Gill (from Boston College),WR,Mountain West,Non Power 5,Fresno State,Jaelen Gill,Boston College,ACC
WR Mikel Barkley (from Toledo),WR,Mountain West,Non Power 5,Fresno State,Mikel Barkley,Toledo,MAC
OL Campbell McHarg (from Oregon State),OL,Mountain West,Non Power 5,Fresno State,Campbell McHarg,Oregon State,Pac-12
OL Kingsley Ugwu (from Kansas State),OL,Mountain West,Non Power 5,Fresno State,Kingsley Ugwu,Kansas State,Big 12
DL Kemari Munier-Bailey (from Idaho),DL,Mountain West,Non Power 5,Fresno State,Kemari Munier-Bailey,Idaho,Big Sky
LB Tuasivi Nomura (from USC),LB,Mountain West,Non Power 5,Fresno State,Tuasivi Nomura,USC,Pac-12
LB/LS Steven Scheidt (from Eastern Michigan),LB,Mountain West,Non Power 5,Fresno State,LS Steven Scheidt,Eastern Michigan,MAC
DB Dean Clark (from Kent State),DB,Mountain West,Non Power 5,Fresno State,Dean Clark,Kent State,MAC
K Jordan Kennedy (from Mississippi State),K ,Mountain West,Non Power 5,Fresno State,Jordan Kennedy,Mississippi State,SEC
P Nick Verdugo (from Old Dominion),P ,Mountain West,Non Power 5,Fresno State,ick Verdugo,Old Dominion,Sun Belt
QB Jonah Chong (from Nevada),QB,Mountain West,Non Power 5,Hawaii,Jonah Chong,Nevada,Mountain West
WR Steven McBride (from Kansas),WR,Mountain West,Non Power 5,Hawaii,Steven McBride,Kansas,Big 12
OL Joshua Atkins (from Houston),OL,Mountain West,Non Power 5,Hawaii,Joshua Atkins,Houston,American Athletic Conference
